category,screen,object,property,en,es,suggested_es,suggestion_from,similarity,internal_id
<HMI screen>,ENG_Manual_MDI,Button_10,Text OFF,M41-P2,M41-P2,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zitKrmlyV2uA0+ZGDY+VKGoRJd4XbBvs19/t6zZ5RPBntbRpghdoImKKl+uLxDL/Sy4eYUr4I3NWfVYDLFhxj+Q==
<HMI screen>,ENG_Manual_MDI,Button_11,Text OFF,M41-P3,M41-P3,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zeaBaR39B658Y2RQK2mnkYZsLVbDxHTwor+mBWEEbczUvpcsM2SHLFjeDI1tbDooqyHX+Y75dWl3ahSTycV82NQ==
<HMI screen>,ENG_Manual_MDI,Button_17,Text OFF,MDI,MDI,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zNs/appL4YVEA31ESey+df8DjOVsqkd64ktTc0oykXcOSRUt0pF+MbJnbTGMJP5oxXN6Z5r9daxlJyeG+e1cfsw==
<HMI screen>,ENG_Manual_MDI,Template_Button_5,Text OFF,Manual,Manual,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zuedHBT6VZ3oRe1WcnVxwcD/xMw5sproNKJ8IUivyxZG3353+ZCB6UxyTR0JBmQenhX8/mhOHxOZyiTqs65mG2g==
<HMI screen>,ENG_Manual_MDI,Text field_6,Text,P,P,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zmcgBeecjRYVrzFjX9sDnbqOf4lIPPf8uEDHD/UfZ2opzvx792OuaCzbgHpJw61+IYMMwxy23Qlmmrp16u9mfFA==
<HMI screen>,ENG_Manual_MDI,Text field_1,Text,Parameter,Parámetro,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z+NUKZI83qSvLJ/yKVJDgMySNerKwDzcUoKDHLEb69BGGrzi/pl/qyxW9xyah/PYcMaVFYnFpKTgtL3G5a9xCjA==
<HMI screen>,ENG_Manual_MDI,Button_16,Text OFF,Power,Potencia,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z191j+w2Veb66L1PPMXsZV36twm5huqgkvrbfvUVg4mZGHeyXmNZuk51X+i1C9aSq+WOrq6YASCOr3N6SXtvU/g==
<HMI screen>,ENG_Manual_MDI,Start screen,Text ON,Start screen,Pantalla inicial,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zjAIR4BI+4oeAT82DwxA9y3CF7A7qhczV1biK6beu1yqqDzli0zOHtMcBV7dD2W/iTAoilEQnw7ERSGadFv4ATw==
<HMI screen>,ENG_Manual_MDI,Start screen,Text OFF,Start screen,Pantalla inicial,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zMoMFDz0l93gOOJDnVgzxl8A3O2siPRJM6GwLESDsDBsB2EMUOrxxEjJPEB2zmGdtLmdPTI/Z8ck7JYcCERs+ug==
<HMI screen>,ENG_Manual_MDI,Button_17,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zRi38O2XfAXAOalfnoHKoPrMzRqUEqeGTztMYvzoSuJASuqekXgqdodJqsU8/fOYzQmk7gEhUA681bc9zYSLMgA==
<HMI screen>,ENG_Manual_MDI,Button_1,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zsKWH+d1O6OI/O/HMZlezKf8Ub4s3dzMVAPL5Cuae4oqYUQS/xr6iYNYrYlTRUQleEfQhD48qJG17oKBHrF+WJw==
<HMI screen>,ENG_Manual_MDI,Button_2,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zivKBIpMP0y569sJ/ERqhdaBAFo5ZcirLVF8jiv6e0gMEp2FzZANOpLcz/gjzLW7Pw8sroFlolj602biG6LR9eg==
<HMI screen>,ENG_Manual_MDI,Button_4,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zxYuip+G9NfbZHkztDiUwYCVrblIpaL3llQ6SA3Qeq+Q7wN1fdwoF4dJq6eBixEXLjHNswcv47TQEy6nxeme5ZQ==
<HMI screen>,ENG_Manual_MDI,Button_10,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zjtE3WnH70O1fV45cmGOBL4ij1Cu27Dvw3Qmd49K+8uaab55jjcoUy+yDhEs5nm57uRCvMNzVR/gJLI0zHGN/3w==
<HMI screen>,ENG_Manual_MDI,Button_11,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zno3jfLrcR+rxrv+IqVOJKkc8F6Z/XGrofndFfUY8sq2gn1UThHNdvPJ05jmPrkH2XXKG4Sau/bqSCrOTyco0Hg==
<HMI screen>,ENG_Manual_MDI,Button_16,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zeIHHKPKVG7UNAviQszFz1qQiO+81v7AI+Nn/rL43ynbg+ZwcN86YsTJ8QUQOFQo/W4E5vS1XgzQ+JXt0Wl2ZeQ==
<HMI screen>,ENG_Manual_MDI,Button_8,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zZ8XgF9bEnfhPTqB5N3Sb6rPmfQAheBsD8bSenB3dr8ezqkXpEC15gih5x9So5Of9VG5PgEAgcvk4tFSgMTt5og==
<HMI screen>,ENG_Manual_MDI,Button_6,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zJW/AmN8PH+ixcrL9D3EAf0XGU7DVA9WjrDlwoD4yjFsw2+bjrFiA7wmTvhW2q6hhytA9xw943jWI1SFAjaMK6w==
<HMI screen>,ENG_Manual_MDI,Button_7,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zznjsbyEIg+wJLQPkC/EB8BYmHnp+otTZYvKUGtEkoRB4Sp2120eKCJDL+Bj9RJ4PffVwfkGjqVlf01/gVOppQA==
<HMI screen>,ENG_Manual_MDI,Button_9,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zba4n4wmse+QW7slDxgjRX+UZ9VQeFij/ajzFgIDdADYqPoFaYITm8ovjTi4YTZ7VsNKSoLBHJXO2v1ebBHDbzQ==
<HMI screen>,ENG_Manual_MDI,Button_3,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zbHsrBEp3cmqkqB161XHTmsWGv30cA9npO03gq9jeg8ehoA6P5J0nUlUUFiT0TL3zcT45L8gVC2yK9pLaUIR9PA==
<HMI screen>,ENG_Manual_MDI,Button_5,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zg2FjJn8j5z4zNbTeoJjsMndqcRn29AZy2lSPslGjRUnEHYyhk+VI2hfJ3q0L4jaTIhA9qupfEL426GfEs88srQ==
<HMI screen>,ENG_Manual_Manage,Button_15,Text OFF,Bypass Tool Lock,Anular bloqueo de herramienta,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zx20YF/3yM2FGHmhCp2vS4fRia38pMh45W2GntmBUuK9ZsQ/Gn8ezuQruGI0RwYtpS7pT9M1+L5wKUvdYliOx6A==
<HMI screen>,ENG_Manual_Manage,Button_17,Text OFF,MDI,MDI,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zTc/DrznVMoXgxobcUpH98GAn4rkc2QsJkRMEdcAlguXi9qeW1gBRx8LOHJ45gPwIBreXSm54RVgP9nGFvTFtjA==
<HMI screen>,ENG_Manual_Manage,Text field_9,Text,Pause Retract  Vel,Retracción en pausa  Vel,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zQsWHYn5CDpL/q4RM4NXPzzvEdDQHAE9/VSu86h5TE7HGkuNQUihl49geFkbmMMIJ1tR5edyHldyO2woHj1LzDQ==
<HMI screen>,ENG_Manual_Manage,Text field_7,Text,Pause Retract  X,Retracción en pausa  X,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zoxSCp162coxJLCCzd9R88GrxRmocMfQQ7RiDE6gkdx5tDTPERBlawb1RNbL0w8yiavv9svRrlr5oVCbtixRNMA==
<HMI screen>,ENG_Manual_Manage,Text field_8,Text,Pause Retract  Z,Retracción en pausa  Z,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z3FKwGCocUihgUaoVyJyw0Kjt3YTplPCzozkiyVm7+KeuQaTQS/TFYwKCDW7e99n6zmnxs0Ccq5dDA6DQ39LWmg==
<HMI screen>,ENG_Manual_Manage,Button_16,Text OFF,Power,Potencia,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z6CRx9g+GeTeG1gm+32Eg+5jAmxHFOXuBD/UNonqyrsKT5+1diwFQ9e1xa/PsNDrnX219xlPH/viKxEIPEIMOWw==
<HMI screen>,ENG_Manual_Manage,Text field_11,Text,Sheet Load Pos X,Pos carga lámina X,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zGperZr7RJlFqxSiEtagE8KKd8gu2hDo8jtX4sZ4LOQx29EOawAoDsVOLrjwRK2NT+dFVabAt7HQXYXnbq8BSVw==
<HMI screen>,ENG_Manual_Manage,Text field_12,Text,Sheet Load Pos Z,Pos carga lámina Z,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z4nkGJVz4iIExAH2vDk3zm8JcxapdjfZGjnOeO4QbjBjBJSuto6pmh8jy6AsBd/jjrP/ZNUJayTQtFkAxmuPr2w==
<HMI screen>,ENG_Manual_Manage,Button_16,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z5mEx+mxGzDkEEg2CWREADpnO1mGBMSUdhpgTZHLunb2iuDGj7I0I5ZGbmeoEUITAIb8EcnXlSdmXmO77G/WL5w==
<HMI screen>,ENG_Manual_Manage,Button_17,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zAhPZDwLQsYZeG3YIflbEMxfz5cCABQa/UA9n2HR53N3KmleijKlkGlxj9osICgrShyj09bmottFw0P1TJTrGkw==
<HMI screen>,ENG_Manual_Manage,Button_15,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zRlmsxcwaJ0PDYuxHdo1+3AKSKvRZoLjLz1PVB6PsV9SUzq09pEI6edUW1VACEoXahZBPQKpBJ5dbCf0uJ977Iw==
<HMI screen>,ENG_Manual_Manage,Text field_10,Text,Tool Slot 3 ID,ID ranura herramienta 3,ACTIVAR,Tool Slot 2 ID,0.93,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zDiXY3Ka67Fx4iYn0mcVrvItwi6UxqLa0rhd1IouY9spQ1VzGbcOdJS07at9h9LWlNk2VaV2y/qLlC+XZApZ2bA==
<HMI screen>,ENG_Manual_Pos,Button_2,Text OFF,Execute,Ejecutar,Ejecutado,Executed,0.93,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zM/YByn/MbJjBNDg09bTF/+JRhBZ7qZfNUPF8E/Tc6uVEl+Y+asiuPkPtofaYjqC/163RkYKXQeKEdHOGaForYg==
<HMI screen>,ENG_Manual_Pos,Button_17,Text OFF,MDI,MDI,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zfmpuUUqg/xAe5XRPLOYg0LWbNkD8Mcr6U/T8vA6iO0pAKHb4kJQMwwtj6rp1QDm+Zqn1XQ84pvCz63oGukOcQg==
<HMI screen>,ENG_Manual_Pos,Button_16,Text OFF,Power,Potencia,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zhEnG3YnhvD93/depqpbVheZP+gwLxOyCY1UxJT8PD3KuGI+IeHYkamWorZnetjq+S1Gsi4F/tMzCQQnv7K1Kyg==
<HMI screen>,ENG_Manual_Pos,Text field_2,Text,T,T,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zFDRgvGV4ssNXmOSGgms5pGu4hv4hsg+35U4h7Sce8nOHZ9s1AU1PbTegST1Pm3jG/2e8Tens6Ik0Ij4mN4h0gQ==
<HMI screen>,ENG_Manual_Pos,Button_16,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z6WHiAzBbdn/22Pzd+Opw6voy5l7gmHa4APSDb3eICf0swR3vZ5GXbEj7kJ6J/ffgYKHhdlTU1abxHPOwi3dPhg==
<HMI screen>,ENG_Manual_Pos,Button_8,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zKh/TySDhh6bax2G6MqSEX/MEBV/xXNYYI+9W+0UGs8ANo6p0grOfgh/leJhfpGdH6qKNFNO8tV3h8v5Qr5A1mg==
<HMI screen>,ENG_Manual_Pos,Button_7,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zkL1AG3OTtMet74ZeezOGpiRHrSwzccQBNUDcmxwk6k/EAj+nFshLG6pFE1lu6bskFb1qVR6NkBwcLCbemShBVg==
<HMI screen>,ENG_Manual_Pos,Button_6,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zVCxjFaOwW0/98al2t5bpA15dIURfG/uRweT0hJhnGr1x8bVv0PNY4AaHcGqpuYsujYS5N21rTHyqjWgjH8jnSA==
<HMI screen>,ENG_Manual_Pos,Button_17,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zATlpcdXSZQXV+j+/V0IXghFqqFn1NI5CcLu8It0oTW65NyI8Sr97RL0SEcXuWKluJ9y6nfU56+Db7Uo2QZmMbQ==
<HMI screen>,ENG_Manual_Pos,Button_5,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zBDxPRd+2VrJnvSDKUrCEATAYzi+TTiiXgvUs05HQU+0F8SoeqRF4Q1+rAMo3ZIivUHww227RzIfeMYZcg4zSVw==
<HMI screen>,ENG_Manual_Pos,Button_4,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zwJklzx4+x8ZwAMj/UPGbH35wzmM2GTv2Ut5o09kh5F+cd+ZSlCPIsG7mnfSb7GY5d9SHymzxQruiBLNHKSCDBg==
<HMI screen>,ENG_Manual_Pos,Button_2,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zv/7H4Po7DOS8HofTysWXLZYlI54ii1mNrJiyzVHf44mRgzsSXZ2t681s3jwsUxGIo6jW6IpBNZxIPom+wHC5Nw==
